BME680_temperature_b,BME680_humidity_b,BME680_pressure_b,BME680_gas_b,BME680_temperature_f,BME680_humidity_f,BME680_pressure_f,BME680_gas_f,DHT21_temperature,DHT21_humidity,DHT22_temperature,DHT22_humidity,moisture_right,moisture_left,temperature_soil,temperature_water,light,level,door,timestamp
48.21,18.17,1006.69,89.98,40.87,26.19,1007.02,27.15,11.7,0,0,0,99.99,99.99,12.69,19.94,88,1,0,"""2023-05-05T08:16:14.000Z"""
49.33,17.57,1006.72,89.59,41.51,25.6,1006.96,27.62,11.7,0,0,0,99.99,94,12.75,20.12,89,1,0,"""2023-05-05T08:21:14.000Z"""
49.53,17.42,1006.66,90.27,41.21,26.04,1006.72,28.03,11.7,0,0,0,99.99,99.99,12.88,20.25,89,1,0,"""2023-05-05T08:26:15.000Z"""
50.27,17,1006.64,86.43,40.92,26.82,1006.59,28.43,11.7,0,0,0,99.99,97,12.88,20.44,89,1,0,"""2023-05-05T08:31:15.000Z"""
50.59,16.89,1006.62,85.99,40.89,26.72,1006.5,28.84,11.7,0,0,0,99.99,99.99,13,20.56,89,1,0,"""2023-05-05T08:36:15.000Z"""
50.89,16.47,1006.55,87.8,41.75,25.49,1006.47,29.22,11.7,0,0,0,99.99,98,13.13,20.75,89,1,0,"""2023-05-05T08:41:16.000Z"""
50.95,16.45,1006.54,86.43,41.68,25.39,1006.45,29.53,11.7,0,0,0,99.99,92,13.19,20.94,89,1,0,"""2023-05-05T08:46:16.000Z"""
50.63,16.74,1006.47,89.49,42.33,25.06,1006.41,29.87,11.7,0,0,0,99.99,99,13.31,21.25,89,1,0,"""2023-05-05T08:51:16.000Z"""
50.24,17.04,1006.47,89.59,42.56,24.92,1006.38,30.33,11.7,0,0,0,99.99,95,13.38,21.37,89,1,0,"""2023-05-05T08:56:17.000Z"""
49.96,16.83,1006.49,95.79,42.94,23.77,1006.34,30.62,11.7,0,0,0,99.99,99.99,13.44,21.56,89,1,0,"""2023-05-05T09:01:17.000Z"""
50,16.79,1006.43,97.19,42.96,23.77,1006.32,31.02,11.7,0,0,0,99.99,99.99,13.56,21.75,89,1,0,"""2023-05-05T09:06:18.000Z"""
50.55,16.22,1006.37,106.76,43.61,23.09,1006.31,31.45,11.7,0,0,0,99.99,99.99,13.69,21.87,89,1,0,"""2023-05-05T09:11:18.000Z"""
51.72,15.7,1006.32,104.75,43.44,23.39,1006.21,31.93,11.7,0,0,0,99.99,99.99,13.69,22,90,1,0,"""2023-05-05T09:16:18.000Z"""
51.94,15.59,1006.28,105.42,43.4,24.24,1006.11,32.05,11.7,0,0,0,99.99,95,13.81,22.13,90,1,0,"""2023-05-05T09:21:20.000Z"""
51.84,15.81,1006.24,103.14,43.98,23.4,1006.05,32.55,11.7,0,0,0,99.99,92,13.94,22.19,89,1,0,"""2023-05-05T09:26:20.000Z"""
52.25,15.52,1006.23,106.97,42.41,25.17,1006,32.88,11.7,0,0,0,99.99,99,14.06,22.31,90,1,0,"""2023-05-05T09:31:20.000Z"""
52.15,15.09,1006.16,117.11,43.22,24.11,1005.95,33.17,11.7,0,0,0,99.99,96,14.13,22.31,90,1,0,"""2023-05-05T09:36:20.000Z"""
51.98,15.36,1006.1,120.49,42.56,23.98,1005.84,33.62,11.7,0,0,0,99.99,97,14.19,22.44,90,1,0,"""2023-05-05T09:41:20.000Z"""
51.54,15.47,1006.1,121.98,42.78,24.59,1005.87,34.12,11.7,0,0,0,99.99,99.99,14.31,22.5,90,1,0,"""2023-05-05T09:46:20.000Z"""
50.46,15.97,1005.99,128.07,42.26,24.43,1005.78,34.51,11.7,0,0,0,99.99,99.99,14.38,22.56,90,1,0,"""2023-05-05T09:51:20.000Z"""
49.08,16.86,1005.91,132.86,41.44,25.32,1005.7,34.8,11.7,0,0,0,99.99,94,14.5,22.56,90,1,0,"""2023-05-05T09:56:20.000Z"""
48.18,17.15,1005.85,142.75,41.33,25.72,1005.66,34.95,11.7,0,0,0,99.99,99.99,14.63,22.69,90,1,0,"""2023-05-05T10:01:20.000Z"""
46.78,18.1,1005.81,148.99,40.7,25.92,1005.58,35.54,11.7,0,0,0,99.99,94,14.69,22.81,89,1,0,"""2023-05-05T10:06:21.000Z"""
45.23,19.13,1005.76,160.15,39.62,27.55,1005.49,35.6,11.7,0,0,0,99.99,99.99,14.81,22.87,90,1,0,"""2023-05-05T10:11:21.000Z"""
44.83,19.64,1005.75,153.1,39.79,27.29,1005.46,35.81,11.7,0,0,0,99.99,97,14.94,23,90,1,0,"""2023-05-05T10:16:21.000Z"""
44.76,19.5,1005.72,156.1,40.41,26.58,1005.43,36,11.7,0,0,0,99.99,93,14.94,23.12,90,1,0,"""2023-05-05T10:21:21.000Z"""
44.68,19.69,1005.71,151.57,40.78,26.36,1005.46,36.31,11.7,0,0,0,99.99,93,15.13,23.25,91,1,0,"""2023-05-05T10:26:21.000Z"""
44.9,19.9,1005.66,158.63,41.02,26.05,1005.43,36.79,11.7,0,0,0,99.99,93,15.19,23.38,91,1,0,"""2023-05-05T10:31:21.000Z"""
45.03,19.71,1005.61,166.37,41.12,26.05,1005.37,36.86,11.7,0,0,0,99.99,98,15.25,23.56,91,1,0,"""2023-05-05T10:36:21.000Z"""
45.08,20.14,1005.58,155.52,41.19,26.45,1005.35,37.12,11.7,0,0,0,99.99,97,15.44,23.69,91,1,0,"""2023-05-05T10:41:21.000Z"""
45.32,19.26,1005.51,163.76,41.63,26.47,1005.29,37.35,11.7,0,0,0,99.99,99.99,15.5,23.81,91,1,0,"""2023-05-05T10:46:21.000Z"""
45.62,19.13,1005.43,176.21,41.61,25.99,1005.16,37.39,11.7,0,0,0,99.99,99.99,15.56,24,91,1,0,"""2023-05-05T10:51:21.000Z"""
45.59,18.65,1005.35,188.94,41.52,26.38,1005.1,37.66,11.7,0,0,0,99.99,99,15.69,24.12,91,1,0,"""2023-05-05T10:56:21.000Z"""
44.9,20.08,1005.31,165.88,41.5,26.91,1005.05,37.59,11.7,0,0,0,99.99,95,15.81,24.25,91,1,0,"""2023-05-05T11:01:21.000Z"""
45.36,19.94,1005.28,168.9,41.9,25.88,1005.01,37.72,11.7,0,0,0,99.99,99,15.88,24.44,91,1,0,"""2023-05-05T11:06:21.000Z"""
44.96,19.28,1005.27,176.03,41.93,25.86,1004.99,38.31,11.7,0,0,0,99.99,99.99,16,24.5,92,1,0,"""2023-05-05T11:11:21.000Z"""
44.34,18.89,1005.22,181.58,40.81,24.89,1004.9,37.76,11.7,0,0,0,99.99,97,16.12,24.63,92,1,1,"""2023-05-05T11:16:21.000Z"""
42.87,18.72,1005.16,264.68,38.53,25.23,1004.8,38.03,11.7,0,0,0,99.99,97,16.31,24.69,92,1,1,"""2023-05-05T11:21:21.000Z"""
41.53,18.68,1005.16,331.88,36.92,25.26,1004.77,38.85,11.7,0,0,0,99.99,99.99,16.25,24.69,92,1,1,"""2023-05-05T11:26:21.000Z"""
41.61,18.94,1005.19,333.57,37.27,25.35,1004.76,40.23,11.7,0,0,0,99.99,92,16.31,24.69,92,1,1,"""2023-05-05T11:31:21.000Z"""
40.97,18.77,1005.21,369.64,35.74,25.98,1004.79,41.18,11.7,0,0,0,99.99,93,16.44,24.63,92,1,1,"""2023-05-05T11:36:21.000Z"""
40.85,18.07,1005.15,393.64,36.24,25.33,1004.75,42.31,11.7,0,0,0,99.99,99.99,16.56,24.56,92,1,1,"""2023-05-05T11:41:22.000Z"""
40.96,19.29,1005.11,362.3,35.92,26.24,1004.68,43.1,11.7,0,0,0,99.99,93,16.62,24.5,92,1,1,"""2023-05-05T11:46:22.000Z"""
40.6,18.88,1005.06,386.35,35.46,26.61,1004.62,43.82,11.7,0,0,0,99.99,94,16.69,24.5,92,1,1,"""2023-05-05T11:51:23.000Z"""
40.82,18.69,1005.02,404.88,35.87,25.94,1004.62,44.47,11.7,0,0,0,99.99,93,16.81,24.44,93,1,1,"""2023-05-05T11:56:23.000Z"""
41.34,18.96,1004.97,366.34,36.45,26.56,1004.6,45.15,11.7,0,0,0,99.99,92,16.87,24.44,92,1,1,"""2023-05-05T12:01:24.000Z"""
41.39,19.49,1004.95,352.19,35.98,27.09,1004.53,45.44,11.7,0,0,0,99.99,98,16.94,24.37,93,1,1,"""2023-05-05T12:06:24.000Z"""
41.05,18.24,1004.85,428.83,35.5,26.01,1004.41,46.45,11.7,0,0,0,99.99,96,17,24.31,93,1,1,"""2023-05-05T12:11:24.000Z"""
41.66,18.75,1004.88,376,35.42,27.37,1004.43,46.87,11.7,0,0,0,99.99,94,17.12,24.31,92,1,1,"""2023-05-05T12:16:25.000Z"""
41.8,19.64,1004.86,366.34,36.02,28.04,1004.43,47.16,11.7,0,0,0,99.99,95,17.19,24.25,92,1,1,"""2023-05-05T12:21:25.000Z"""
41.79,18.52,1004.85,397.4,35.12,26.92,1004.37,47.97,11.7,0,0,0,99.99,98,17.19,24.25,92,1,1,"""2023-05-05T12:26:25.000Z"""
41.54,19.19,1004.8,387.69,35.6,27.61,1004.38,48.33,11.7,0,0,0,99.99,98,17.31,24.25,92,1,1,"""2023-05-05T12:31:26.000Z"""
41.04,19.48,1004.72,380.39,35.46,28.29,1004.28,48.64,11.7,0,0,0,99.99,93,17.37,24.25,92,1,1,"""2023-05-05T12:36:26.000Z"""
40.76,21.14,1004.68,345.15,35.81,28.68,1004.27,48.84,11.7,0,0,0,99.99,99.99,17.44,24.19,91,1,1,"""2023-05-05T12:41:27.000Z"""
40.48,19.97,1004.62,366.75,35.07,27.76,1004.17,49.33,11.7,0,0,0,99.99,92,17.5,24.19,91,1,1,"""2023-05-05T12:46:27.000Z"""
40.02,21.09,1004.56,359.52,35.69,28.77,1004.13,49.54,11.7,0,0,0,99.99,95,17.56,24.19,91,1,1,"""2023-05-05T12:51:27.000Z"""
40.12,20.91,1004.54,337.69,36.11,27.52,1004.12,49.98,11.7,0,0,0,99.99,99.99,17.62,24.25,91,1,1,"""2023-05-05T12:56:28.000Z"""
40.31,20.27,1004.48,371.32,35.97,27.57,1004.06,50.38,11.7,0,0,0,99.99,99.99,17.69,24.25,91,1,1,"""2023-05-05T13:01:28.000Z"""
40.15,19.7,1004.42,373.86,35.65,27.14,1003.99,50.96,11.7,0,0,0,99.99,99.99,17.81,24.25,92,1,1,"""2023-05-05T13:06:28.000Z"""
40.23,20.32,1004.33,384.34,35.37,28.72,1003.9,51.12,11.7,0,0,0,99.99,99.99,17.87,24.25,92,1,1,"""2023-05-05T13:11:30.000Z"""
40.33,20.72,1004.27,348.82,36.1,27.99,1003.84,51.08,11.7,0,0,0,99.99,96,18.06,24.19,92,1,1,"""2023-05-05T13:16:30.000Z"""
39.79,20.92,1004.21,373.43,35.37,28.34,1003.76,51.65,11.7,0,0,0,99.99,97,17.94,24.19,92,1,1,"""2023-05-05T13:21:30.000Z"""
39.75,21.18,1004.18,329.88,36.2,27.13,1003.74,51.91,11.7,0,0,0,99.99,94,18.06,24.19,92,1,1,"""2023-05-05T13:26:30.000Z"""
39.52,21.42,1004.09,355.24,35.96,27.7,1003.68,52.53,11.7,0,0,0,99.99,99.99,18.19,24.19,93,1,1,"""2023-05-05T13:31:32.000Z"""
38.88,19.66,1004.04,441.32,34.5,26.79,1003.54,53.03,11.7,0,0,0,99.99,99.99,18.19,24.19,93,1,1,"""2023-05-05T13:36:32.000Z"""
38.61,22.5,1004.01,344.79,35.66,29.06,1003.57,53.2,11.7,0,0,0,99.99,99,18.12,24.12,93,1,1,"""2023-05-05T13:41:35.000Z"""
38.13,22.77,1003.89,352.95,35.4,29.6,1003.46,53.03,11.7,0,0,0,99.99,99.99,18.31,24.12,93,1,1,"""2023-05-05T13:46:35.000Z"""
38.22,23.17,1003.83,335.96,35.41,29.25,1003.39,53.3,11.7,0,0,0,99.99,99.99,18.31,24.06,93,1,1,"""2023-05-05T13:51:36.000Z"""
38,23.27,1003.77,348.45,34.82,29.43,1003.28,53.24,11.7,0,0,0,99.99,97,18.25,24.06,93,1,1,"""2023-05-05T13:56:36.000Z"""
38.26,23.02,1003.71,318.67,35.07,29.16,1003.24,53.51,11.7,0,0,0,99.99,94,18.25,24.06,93,1,1,"""2023-05-05T14:01:36.000Z"""
38.16,22.19,1003.62,389.73,34.25,28.81,1003.1,53.96,11.7,0,0,0,99.99,99.99,18.56,24,93,1,1,"""2023-05-05T14:06:37.000Z"""
37.79,22.18,1003.58,390.42,34.15,28.73,1003.07,54.35,11.7,0,0,0,99.99,99.99,18.5,24,93,1,1,"""2023-05-05T14:11:37.000Z"""
37.8,23.38,1003.56,358.73,34.18,29.99,1003.04,54.7,11.7,0,0,0,99.99,99,18.62,23.94,93,1,1,"""2023-05-05T14:16:37.000Z"""
37.25,23.5,1003.54,345.88,34.15,29.67,1003.01,54.42,11.7,0,0,0,99.99,99.99,18.5,23.94,93,1,1,"""2023-05-05T14:21:38.000Z"""
36.32,23.38,1003.5,352.19,32.51,30.99,1002.97,54.52,11.7,0,0,0,99.99,99,18.44,23.94,93,1,1,"""2023-05-05T14:26:40.000Z"""
36.11,25.15,1003.47,312.89,33.02,31.61,1002.97,54.2,11.7,0,0,0,99.99,95,18.56,23.81,92,1,1,"""2023-05-05T14:31:40.000Z"""
35.49,25.85,1003.47,304.76,32.72,32.16,1002.96,54.31,11.7,0,0,0,99.99,99,18.75,23.81,91,1,1,"""2023-05-05T14:36:40.000Z"""
34.83,26.16,1003.49,314.69,32.05,32.56,1002.96,54.38,11.7,0,0,0,99.99,99.99,18.75,23.69,90,1,1,"""2023-05-05T14:41:40.000Z"""
34.08,27.07,1003.45,309.94,31.58,33.27,1002.93,54.1,11.7,0,0,0,99.99,99.99,18.62,23.69,90,1,1,"""2023-05-05T14:46:40.000Z"""
33.6,28.2,1003.4,290.97,31.28,34.5,1002.91,53.24,11.7,0,0,0,99.99,98,18.81,23.69,90,1,1,"""2023-05-05T14:51:40.000Z"""
33.1,28.46,1003.36,310.52,30.26,34.97,1002.8,53.58,11.7,0,0,0,99.99,97,18.75,23.62,88,1,1,"""2023-05-05T14:56:40.000Z"""
32.51,29.64,1003.35,291.23,29.85,36.6,1002.78,52.6,11.7,0,0,0,99.99,94,18.69,23.56,88,1,1,"""2023-05-05T15:01:40.000Z"""
31.88,29.69,1003.33,299.2,29.24,36.03,1002.74,52.1,11.7,0,0,0,99.99,97,18.75,23.5,87,1,1,"""2023-05-05T15:06:40.000Z"""
31.36,31.58,1003.32,272.6,28.79,37.69,1002.77,51.27,11.7,0,0,0,99.99,99.99,18.81,23.44,86,1,1,"""2023-05-05T15:11:40.000Z"""
30.97,31.04,1003.31,286.15,28.56,37.23,1002.75,51.08,11.7,0,0,0,99.99,99.99,18.94,23.38,86,1,1,"""2023-05-05T15:16:41.000Z"""
30.65,31.67,1003.27,280.76,28.37,37.81,1002.71,51.08,11.7,0,0,0,99.99,94,18.87,23.31,84,1,1,"""2023-05-05T15:21:41.000Z"""
30.3,33.25,1003.28,265.54,27.73,39.34,1002.69,50.1,11.7,0,0,0,99.99,99.99,19,23.25,83,1,1,"""2023-05-05T15:26:43.000Z"""
29.91,34.1,1003.3,247.14,27.42,39.76,1002.72,49.69,11.7,0,0,0,99.99,99.99,18.94,23.12,85,1,1,"""2023-05-05T15:31:43.000Z"""
29.65,34.37,1003.32,258.23,27.29,40.52,1002.73,49.13,11.7,0,0,0,99.99,94,19.06,23.06,84,1,1,"""2023-05-05T15:36:43.000Z"""
29.28,34.19,1003.3,263.62,26.62,41.29,1002.74,48.17,11.7,0,0,0,99.99,98,18.94,23.06,83,1,1,"""2023-05-05T15:41:44.000Z"""
29.01,34.66,1003.28,257.42,26.49,41.6,1002.71,47.62,11.7,0,0,0,99.99,95,18.81,23,83,1,1,"""2023-05-05T15:46:44.000Z"""
28.97,35.29,1003.22,255.61,26.34,41.09,1002.65,47.62,11.7,0,0,0,99.99,99.99,19.06,22.94,85,1,1,"""2023-05-05T15:51:44.000Z"""
29.02,34.95,1003.22,252.27,26.14,42.06,1002.64,46.82,11.7,0,0,0,99.99,99.99,19.06,22.87,82,1,1,"""2023-05-05T15:56:45.000Z"""
28.95,35.77,1003.21,241.5,25.96,43.15,1002.62,46.35,11.7,0,0,0,99.99,99.99,18.87,22.87,83,1,1,"""2023-05-05T16:01:45.000Z"""
28.9,35.59,1003.16,246.77,25.81,43.78,1002.58,45.69,11.7,0,0,0,99.99,99,18.87,22.75,82,1,1,"""2023-05-05T16:06:46.000Z"""
28.88,35.54,1003.13,247.89,25.53,43.57,1002.55,45.19,11.7,0,0,0,99.99,98,19,22.75,80,1,1,"""2023-05-05T16:11:46.000Z"""
28.69,36.1,1003.09,236.97,25.52,44.37,1002.52,44.62,11.7,0,0,0,99.99,99,19.06,22.69,81,1,1,"""2023-05-05T16:16:46.000Z"""
28.61,36.09,1003.07,232.43,25.94,43.64,1002.5,44,0,0,0,0,99.99,99.99,19.06,22.69,83,1,1,"""2023-05-05T16:21:47.000Z"""
29.45,35.21,1003.12,211.33,25.57,46.11,1002.5,42.61,0,0,0,0,99.99,99.99,19.06,22.56,83,1,1,"""2023-05-05T16:26:47.000Z"""
29.81,34.29,1003.12,215.91,25.46,45.51,1002.51,41.55,12.8,0,0,0,99.99,99.99,19.12,22.56,83,1,1,"""2023-05-05T16:31:47.000Z"""
29.78,34.46,1003.1,217.78,25.37,44.82,1002.52,41.18,13.1,0,0,0,99.99,99.99,19.06,22.5,80,1,1,"""2023-05-05T16:36:48.000Z"""
30.26,34.24,1003.12,201.71,25.22,47.23,1002.53,39.73,13.1,0,0,0,99.99,99.99,19,22.44,80,1,1,"""2023-05-05T16:41:48.000Z"""
29.31,35.95,1003.09,205.37,24.69,48.35,1002.52,38.6,13,0,0,0,99.99,99.99,19.06,22.37,80,1,1,"""2023-05-05T16:46:48.000Z"""
28.99,36.6,1003.06,187.75,24.22,50.17,1002.51,36.89,12.9,0,0,0,99.99,99.99,19.06,22.31,78,1,1,"""2023-05-05T16:51:50.000Z"""
28.46,38.26,1003.01,190.25,24.02,50.75,1002.46,35.57,12.9,0,0,0,99.99,99.99,19,22.25,76,1,1,"""2023-05-05T16:56:50.000Z"""
27.66,39.14,1003.03,177.53,23.89,52.06,1002.44,33.98,0,0,0,0,99.99,99.99,19,22.19,74,1,1,"""2023-05-05T17:01:51.000Z"""
26.82,40.49,1002.99,173.65,23.93,50.95,1002.43,33.09,0,0,0,0,99.99,99.99,19,22.13,75,1,1,"""2023-05-05T17:06:50.000Z"""
26.2,42.64,1002.98,164.73,23.74,52.1,1002.44,32.5,11.8,0,0,0,99.99,91,19,22.06,70,1,1,"""2023-05-05T17:11:51.000Z"""
25.64,42.96,1003,161.7,23.3,50.88,1002.45,32.22,11.4,0,0,0,99.99,99.99,19,22,68,1,1,"""2023-05-05T17:16:51.000Z"""
25.25,43.48,1003.06,165.55,23.41,51.2,1002.46,31.73,22.1,70.3,0,0,99.99,99.99,19,21.94,63,1,1,"""2023-05-05T17:21:51.000Z"""
25,44.15,1003.07,159.38,22.66,51.75,1002.5,30.68,21.8,70.9,0,0,99.99,99.99,18.87,21.94,60,1,1,"""2023-05-05T17:26:51.000Z"""
24.79,44.63,1003.07,154.37,22.83,51.58,1002.5,30.22,21.8,70.8,0,0,99.99,99.99,18.94,21.81,56,1,1,"""2023-05-05T17:31:51.000Z"""
24.34,45.48,1003.08,152.96,21.97,53.66,1002.51,29.47,0,0,0,0,99.99,99.99,18.87,21.75,51,1,1,"""2023-05-05T17:38:02.000Z"""
23.66,48.63,1003.14,134.9,21.2,57.42,1002.57,27.28,21.2,58,21.2,58,99.99,99.99,18.87,21.69,44,1,1,"""2023-05-05T17:47:03.000Z"""
23.3,50.42,1003.19,118.94,20.99,58.96,1002.62,25.2,20.8,60.8,20.8,60.8,99.99,97,18.81,21.56,39,1,1,"""2023-05-05T17:52:03.000Z"""
23.03,51.57,1003.23,110.73,20.69,60.25,1002.68,23.46,20.7,63.6,20.7,63.6,99.99,99.99,18.81,21.56,34,1,1,"""2023-05-05T17:57:04.000Z"""
22.8,52.33,1003.24,103.78,20.63,60.59,1002.7,21.86,20.4,63.7,20.4,63.7,99.99,99.99,18.81,21.5,28,1,1,"""2023-05-05T18:02:04.000Z"""
22.53,53.24,1003.24,101.38,20.35,62.09,1002.71,20.57,20.2,64.9,20.2,64.9,99.99,93,18.81,21.5,21,1,1,"""2023-05-05T18:07:04.000Z"""
22.27,53.82,1003.22,98.8,20.08,63.14,1002.69,19.42,19.9,66.6,19.9,66.6,99.99,99.99,18.75,21.37,12,1,1,"""2023-05-05T18:12:05.000Z"""
22.2,52.95,1003.25,100.17,19.76,64.25,1002.72,18.33,19.6,67.7,19.6,67.7,99.99,99,18.75,21.37,7,1,1,"""2023-05-05T18:17:05.000Z"""
22.06,53.43,1003.3,97.25,19.5,65.77,1002.77,17.01,19.4,69.7,19.4,69.7,99.99,99.99,18.75,21.31,2,1,1,"""2023-05-05T18:22:06.000Z"""
21.88,53.51,1003.3,96.51,19.28,65.54,1002.77,16.18,19.2,70.5,19.2,70.5,99.99,99.99,18.69,21.25,0,1,1,"""2023-05-05T18:27:06.000Z"""
21.69,53.87,1003.26,98.05,19.1,66.25,1002.76,15.63,19,69.5,19,69.5,99.99,99.99,18.69,21.19,0,1,1,"""2023-05-05T18:32:06.000Z"""
21.5,54.6,1003.29,97.47,18.95,66.66,1002.79,14.92,18.8,71.4,18.8,71.4,99.99,99.99,18.69,21.06,0,1,1,"""2023-05-05T18:37:07.000Z"""
21.32,54.68,1003.38,99.39,18.83,66.68,1002.85,14.44,18.5,72.2,18.5,72.2,99.99,99.99,18.62,21.12,0,1,1,"""2023-05-05T18:42:07.000Z"""
21.16,55.34,1003.4,96.51,18.7,67.56,1002.89,13.97,18.4,73,18.4,73,99.99,99.99,18.62,21,0,1,1,"""2023-05-05T18:47:08.000Z"""
20.96,55.88,1003.38,96.46,18.55,67.26,1002.88,13.53,18.2,74.5,18.2,74.5,99.99,99,18.56,20.94,0,1,1,"""2023-05-05T18:52:08.000Z"""
20.85,55.65,1003.43,97.25,18.42,67.43,1002.95,13.21,18.1,73.9,18.1,73.9,99.99,96,18.5,20.88,0,1,1,"""2023-05-05T18:57:08.000Z"""
20.72,56.33,1003.44,94.28,18.32,68.76,1002.97,12.8,17.9,74.6,17.9,74.6,99.99,99.99,18.5,20.81,0,1,1,"""2023-05-05T19:02:09.000Z"""
20.56,56.77,1003.45,94.14,18.19,68.92,1002.95,12.47,17.8,74.8,17.8,74.8,99.99,99,18.5,20.75,0,1,1,"""2023-05-05T19:07:09.000Z"""
20.4,57.18,1003.46,91.16,17.98,69.77,1003,11.99,17.6,75.2,17.6,75.2,99.99,99.99,18.5,20.69,0,1,1,"""2023-05-05T19:12:10.000Z"""
20.2,57.51,1003.45,90.37,17.89,69.98,1003.01,11.69,17.5,75.7,17.5,75.7,99.99,99.99,18.37,20.62,0,1,1,"""2023-05-05T19:17:10.000Z"""
20.1,57.76,1003.42,92.47,17.73,69.73,1002.96,11.51,17.4,75.8,17.4,75.8,99.99,99.99,18.44,20.56,0,1,1,"""2023-05-05T19:22:10.000Z"""
19.99,57.64,1003.44,95.21,17.69,69.71,1002.94,11.3,17.3,75.9,17.3,75.9,99.99,95,18.37,20.56,0,1,1,"""2023-05-05T19:27:10.000Z"""
19.84,58.35,1003.43,92.57,17.6,70.19,1002.96,11.1,17.2,76.5,17.2,76.5,99.99,97,18.31,20.5,0,1,1,"""2023-05-05T19:32:10.000Z"""
19.72,58.33,1003.39,91.46,17.45,70.59,1002.94,10.84,17,77,17,77,99.99,99.99,18.31,20.44,0,1,1,"""2023-05-05T19:37:10.000Z"""
19.66,58.27,1003.37,92.99,17.32,70.83,1002.94,10.68,16.9,76.9,16.9,76.9,99.99,99.99,18.25,20.31,0,1,1,"""2023-05-05T19:42:11.000Z"""
19.56,58.53,1003.4,93.82,17.29,70.76,1002.96,10.54,16.8,77.3,16.8,77.3,99.99,99,18.25,20.31,0,1,1,"""2023-05-05T19:47:11.000Z"""
19.43,58.92,1003.43,94.03,17.22,70.77,1002.99,10.38,16.8,77.5,16.8,77.5,99.99,96,18.19,20.25,0,1,1,"""2023-05-05T19:52:13.000Z"""
19.32,58.92,1003.39,93.72,17.07,70.97,1002.92,10.29,16.7,77.6,16.7,77.6,99.99,99.99,18.19,20.19,0,1,1,"""2023-05-05T19:57:13.000Z"""
19.23,59.12,1003.41,95,17.02,71.12,1002.96,10.14,16.6,77.6,16.6,77.6,99.99,99.99,18.12,20.19,0,1,1,"""2023-05-05T20:02:13.000Z"""
19.16,59.09,1003.38,95.76,16.9,71.77,1002.93,10.01,16.6,77.9,16.6,77.9,99.99,98,18.06,20.12,0,1,1,"""2023-05-05T20:07:14.000Z"""
19.07,59.66,1003.35,93.86,16.86,71.02,1002.93,9.92,16.5,77.8,16.5,77.8,99.99,96,18,20.06,0,1,1,"""2023-05-05T20:12:14.000Z"""
18.99,59.48,1003.36,96.79,16.77,71.55,1002.94,9.84,16.4,78.3,16.4,78.3,99.99,99.99,18,20,0,1,1,"""2023-05-05T20:17:15.000Z"""
18.95,59.38,1003.32,98.92,16.77,71.13,1002.89,9.84,16.3,78.3,16.3,78.3,99.99,99.99,18,20,0,1,1,"""2023-05-05T20:22:15.000Z"""
18.87,59.76,1003.25,100.41,16.78,71.62,1002.85,9.73,16.3,78.2,16.3,78.2,99.99,95,18,19.87,0,1,1,"""2023-05-05T20:27:15.000Z"""
18.77,59.97,1003.22,97.02,16.65,71.52,1002.81,9.71,16.2,78.6,16.2,78.6,99.99,99.99,17.94,19.81,0,1,1,"""2023-05-05T20:32:16.000Z"""
18.67,60.42,1003.18,94.39,16.56,71.34,1002.75,9.61,16.1,78.6,16.1,78.6,99.99,97,17.87,19.81,0,1,1,"""2023-05-05T20:37:16.000Z"""
18.56,60.53,1003.11,95.54,16.49,71.89,1002.71,9.56,16.1,78.9,16.1,78.9,99.99,99.99,17.81,19.75,0,1,1,"""2023-05-05T20:42:17.000Z"""
18.48,60.66,1003.04,95.63,16.42,71.89,1002.64,9.5,16,79.3,16,79.3,99.99,99.99,17.75,19.69,0,1,1,"""2023-05-05T20:47:17.000Z"""
18.44,60.89,1003.02,94.6,16.45,72.11,1002.62,9.43,15.9,79.4,15.9,79.4,99.99,99.99,17.75,19.62,0,1,1,"""2023-05-05T20:52:17.000Z"""
18.33,61.08,1002.97,94.23,16.35,72.29,1002.59,9.37,15.8,79.6,15.8,79.6,99.99,99.99,17.69,19.62,0,1,1,"""2023-05-05T20:57:17.000Z"""
18.23,61.36,1002.99,95.1,16.22,72.69,1002.6,9.27,15.7,79.9,15.7,79.9,99.99,99.99,17.69,19.56,0,1,1,"""2023-05-05T21:02:18.000Z"""
18.12,61.75,1003.02,93.09,16.19,72.7,1002.62,9.16,15.6,80,15.6,80,99.99,95,17.62,19.5,0,1,1,"""2023-05-05T21:07:18.000Z"""
18.03,61.94,1002.95,91.36,16.04,72.89,1002.56,9.07,15.5,80.5,15.5,80.5,99.99,99.99,17.62,19.5,0,1,1,"""2023-05-05T21:12:19.000Z"""
17.95,61.99,1002.96,90.37,15.93,73.1,1002.57,9.02,15.4,80.5,15.4,80.5,99.99,99.99,17.5,19.44,0,1,1,"""2023-05-05T21:17:19.000Z"""
17.86,62.13,1002.92,90.07,15.87,73.08,1002.52,8.95,15.3,80.8,15.3,80.8,99.99,98,17.5,19.37,0,1,1,"""2023-05-05T21:22:19.000Z"""
17.77,61.98,1002.94,90.37,15.83,73.49,1002.56,8.88,15.3,80.9,15.3,80.9,99.99,96,17.44,19.31,0,1,1,"""2023-05-05T21:27:19.000Z"""
17.69,62.36,1002.92,91.06,15.76,73.37,1002.54,8.82,15.2,81.2,15.2,81.2,99.99,97,17.44,19.25,0,1,1,"""2023-05-05T21:32:19.000Z"""
